phenotype_id	phenotype_label	upheno_id	upheno_label
PLANP:0000494	skinny head	UPHENO:0054609	decreased width of the head
HP:0000752	Hyperactivity	UPHENO:0055002	increased kinesthetic behavior
HP:0003781	Excessive salivation	UPHENO:0055048	increased saliva secretion
HP:0011500	Polycoria	UPHENO:0056016	increased number of pupil in the iris
MP:0003292	melena	UPHENO:0056074	increased number of blood in the feces
MP:0001891	hydrocephaly	UPHENO:0056333	increased number of brain ventricle in the cerebrospinal fluid
HP:0011560	Mitral atresia	UPHENO:0063605	mitral valve atresia
MP:0011775	rectal atresia	UPHENO:0063632	rectum atresia
HP:0001596	Alopecia	UPHENO:0063792	decreased number of strand of hair
HP:0000122	Unilateral renal agenesis	UPHENO:0063822	decreased number of kidney
FYPO:0000991	decreased level of substance in cell	UPHENO:0066739	decreased level of chemical entity
DDPHENO:0000535	decreased glycogen level	UPHENO:0066757	decreased level of glycogen
HP:0031098	Decreased thyroid-stimulating hormone level	UPHENO:0066772	decreased level of thyroid stimulating hormone
FYPO:0003434	decreased ornithine carbamoyltransferase activity	UPHENO:0066859	decreased ornithine carbamoyltransferase activity
FYPO:0003387	decreased catalase activity	UPHENO:0066872	decreased catalase activity
FYPO:0007042	decreased alkaline phosphatase activity	UPHENO:0066876	decreased alkaline phosphatase activity
FYPO:0003885	decreased NAD(P)H oxidase activity	UPHENO:0066882	decreased NAD(P)H oxidase H2O2-forming activity
FYPO:0000663	decreased catalytic activity	UPHENO:0066897	decreased catalytic activity
PHIPO:0000436	decreased catalytic activity	UPHENO:0066897	decreased catalytic activity
HP:0002607	Bowel incontinence	UPHENO:0066929	decreased functionality of the external anal sphincter
MP:0014269	decreased testes secretion	UPHENO:0066971	decreased functionality of the testis
MP:0014267	decreased sex gland secretion	UPHENO:0066972	decreased functionality of the gonad
XPO:0102526	abnormal nucleus morphology	UPHENO:0067645	morphology of nucleus phenotype
HP:0031412	Abnormal telomere morphology	UPHENO:0067651	morphology of chromosome, telomeric region phenotype
PLANP:0000608	abnormal melanosome	UPHENO:0067663	morphology of melanosome phenotype
XPO:0102693	abnormal plasma membrane morphology	UPHENO:0067668	morphology of plasma membrane phenotype
XPO:0103146	abnormal dendrite morphology	UPHENO:0067669	morphology of dendrite phenotype
PLANP:0000387	abnormal lysosome	UPHENO:0067671	morphology of lysosome phenotype
HP:0012867	Abnormal sperm mid-piece morphology	UPHENO:0067676	morphology of sperm midpiece phenotype
HP:0033523	Abnormal sperm principal piece morphology	UPHENO:0067677	morphology of sperm principal piece phenotype
XPO:0102024	abnormal cilium morphology	UPHENO:0067683	morphology of cilium phenotype
FYPO:0005419	abnormal mitochondrial crista morphology	UPHENO:0067686	morphology of mitochondrial crista phenotype
HP:0031411	Abnormal chromosome morphology	UPHENO:0067694	morphology of chromosome phenotype
HP:0020201	Abnormal sarcomere morphology	UPHENO:0067696	morphology of sarcomere phenotype
FYPO:0000361	abnormal nucleolar morphology	UPHENO:0067701	morphology of nucleolus phenotype
PLANP:0000015	abnormal nucleolus	UPHENO:0067701	morphology of nucleolus phenotype
XPO:0102588	abnormal centrosome morphology	UPHENO:0067703	morphology of centrosome phenotype
FYPO:0000359	abnormal mitochondrial morphology	UPHENO:0067707	morphology of mitochondrion phenotype
XPO:0141277	abnormal actin cytoskeleton morphology	UPHENO:0067711	morphology of actin cytoskeleton phenotype
FYPO:0000354	abnormal endoplasmic reticulum morphology	UPHENO:0067712	morphology of endoplasmic reticulum phenotype
XPO:0102703	abnormal endoplasmic reticulum morphology	UPHENO:0067712	morphology of endoplasmic reticulum phenotype
PLANP:0000587	abnormal extracellular matrix	UPHENO:0067718	morphology of extracellular matrix phenotype
XPO:0101927	abnormal extracellular matrix morphology	UPHENO:0067718	morphology of extracellular matrix phenotype
FYPO:0007727	abnormal late endosome morphology	UPHENO:0067736	morphology of late endosome phenotype
PLANP:0000599	abnormal intercellular junction	UPHENO:0067740	morphology of cell-cell junction phenotype
PLANP:0000420	abnormal cell junction	UPHENO:0067741	morphology of cell junction phenotype
MP:0003737	ossification of pinnae	UPHENO:0067842	cartilage of external ear calcification
MP:0001548	hyperlipidemia	UPHENO:0068047	increased level of lipid in blood
MP:0012339	hyperkalemia	UPHENO:0068063	increased level of potassium atom in blood
HP:0033088	Valinuria	UPHENO:0068113	increased level of valine in urine
HP:0008232	Elevated circulating follicle stimulating hormone level	UPHENO:0068167	increased level of Follicle stimulating hormone in blood
HP:0034586	Glutathionuria	UPHENO:0068219	increased level of glutathione in urine
HP:0031812	Nitrituria	UPHENO:0068242	increased level of nitrite in urine
HP:0031506	Increased circulating T4 concentration	UPHENO:0068259	increased level of thyroxine in blood
HP:0030781	Increased circulating free fatty acid level	UPHENO:0068330	increased level of fatty acid in blood
MP:0002901	increased urine phosphate level	UPHENO:0068352	increased level of phosphate in urine
MP:0002575	increased circulating ketone body level	UPHENO:0068380	increased level of ketone in blood
MP:0008806	increased circulating amylase level	UPHENO:0068423	increased level of active alpha-amylase isozyme (human) in blood
MP:0012552	lactic acidosis	UPHENO:0068441	increased level of rac-lactic acid in blood
MP:0009644	uremia	UPHENO:0068442	increased level of nitrogen molecular entity in blood
MP:0002893	ketoaciduria	UPHENO:0068452	increased level of ketone in urine
MP:0002871	albuminuria	UPHENO:0068479	increased level of albumin in urine
MP:0031484	increased urine hypoxanthine level	UPHENO:0068502	increased level of hypoxanthine in urine
MP:0002965	increased circulating serum albumin level	UPHENO:0068514	increased level of albumin in blood
MP:0014161	increased circulating cortisol level	UPHENO:0068531	increased level of cortisol in blood
MP:0031479	increased urine xanthine level	UPHENO:0068579	increased level of xanthine in urine
HP:0000252	Microcephaly	UPHENO:0069149	decreased size of the head
FBcv:0000358	decreased body size	UPHENO:0069254	decreased size of the multicellular organism
HP:0000054	Micropenis	UPHENO:0069391	decreased size of the penis
HP:0012376	Microphakia	UPHENO:0069422	decreased size of the lens of camera-type eye
MP:0008736	micromelia	UPHENO:0069491	decreased size of the appendage girdle complex
HP:0000970	Anhidrosis	UPHENO:0071035	absent secretion in sweat gland
HP:0001166	Arachnodactyly	UPHENO:0072215	increased length of the digit
PLANP:0000523	long tail	UPHENO:0072260	increased length of the post-anal tail
DDPHENO:0000207	increased standing slug length	UPHENO:0072353	increased length of the manual digit
HP:0031000	Vestibular saccular degeneration	UPHENO:0073951	saccule of membranous labyrinth degeneration
HP:0000546	Retinal degeneration	UPHENO:0074003	retina degeneration
HP:0002180	Neurodegeneration	UPHENO:0074018	nervous system degeneration
HP:0000975	Hyperhidrosis	UPHENO:0074591	increased secretion in sweat gland
MP:0003596	epididymis inflammation	UPHENO:0074599	increased inflammatory response in epididymis
MP:0003254	bile duct inflammation	UPHENO:0074605	increased inflammatory response in biliary tree
MP:0003541	vaginal inflammation	UPHENO:0074616	increased inflammatory response in vagina
MP:0030132	periodontium inflammation	UPHENO:0074636	increased inflammatory response in periodontium
MP:0001857	pericarditis	UPHENO:0074675	increased inflammatory response in pericardium
MP:0005190	osteomyelitis	UPHENO:0074687	increased inflammatory response in bone element
MP:0001869	pancreas inflammation	UPHENO:0074700	increased inflammatory response in pancreas
MP:0011763	urethritis	UPHENO:0074703	increased inflammatory response in urethra
MP:0001860	liver inflammation	UPHENO:0074713	increased inflammatory response in liver
MP:0001859	kidney inflammation	UPHENO:0074714	increased inflammatory response in kidney
MP:0003865	lymph node inflammation	UPHENO:0074733	increased inflammatory response in lymph node
MP:0030991	optic nerve inflammation	UPHENO:0074734	increased inflammatory response in cranial nerve II
MP:0001873	stomach inflammation	UPHENO:0074738	increased inflammatory response in stomach
MP:0031110	meningitis	UPHENO:0074746	increased inflammatory response in meningeal cluster
MP:0030987	spinal cord inflammation	UPHENO:0074747	increased inflammatory response in spinal cord
MP:0003608	prostate gland inflammation	UPHENO:0074754	increased inflammatory response in prostate gland
MP:0030130	gum inflammation	UPHENO:0074756	increased inflammatory response in gingiva
MP:0001872	sinus inflammation	UPHENO:0074759	increased inflammatory response in paranasal sinus
MP:0004510	myositis	UPHENO:0074784	increased inflammatory response in musculature
MP:0011164	panniculitis	UPHENO:0074787	increased inflammatory response in adipose tissue
MP:0009646	urinary bladder inflammation	UPHENO:0074788	increased inflammatory response in urinary bladder
MP:0001861	lung inflammation	UPHENO:0074804	increased inflammatory response in lung
MP:0003504	thyroid gland inflammation	UPHENO:0074806	increased inflammatory response in thyroid gland
ZP:0004009	head size, abnormal	UPHENO:0075148	size of head phenotype
FBcv:0000665	abnormal body size	UPHENO:0075159	size of multicellular organism phenotype
HP:0012094	Abnormal pancreas size	UPHENO:0075185	size of pancreas phenotype
ZP:0014990	cranium size, abnormal	UPHENO:0075189	size of cranium phenotype
HP:0005580	Duplication of renal pelvis	UPHENO:0075342	duplication of renal pelvis
PLANP:0000012	abnormal pharynx musculature	UPHENO:0075791	musculature of pharynx phenotype
MP:0030212	abnormal hyoglossus muscle morphology	UPHENO:0075911	hyoglossus muscle phenotype
MP:0012549	hypoxemia	UPHENO:0076014	decreased level of dioxygen in blood
MP:0010719	ciliary body coloboma	UPHENO:0076303	incomplete closing of the ciliary body
MP:0010714	iris coloboma	UPHENO:0076304	incomplete closing of the iris
MP:0010716	optic disk coloboma	UPHENO:0076305	incomplete closing of the cranial nerve II
MP:0010717	optic nerve coloboma	UPHENO:0076305	incomplete closing of the cranial nerve II
FYPO:0001457	sensitive to tunicamycin	UPHENO:0076314	decreased resistance of organism to tunicamycin
FYPO:0005889	sensitive to sodium chloride	UPHENO:0076327	decreased resistance of organism to sodium chloride
FYPO:0002683	increased sensitivity to chemical	UPHENO:0076332	decreased resistance of organism to chemical entity
FYPO:0000103	sensitive to copper	UPHENO:0076336	decreased resistance of organism to copper atom
FYPO:0000085	sensitive to camptothecin	UPHENO:0076354	decreased resistance of organism to camptothecin
FYPO:0000107	sensitive to latrunculin A	UPHENO:0076357	decreased resistance of organism to latrunculin A
FYPO:0000717	sensitive to actinomycin D	UPHENO:0076361	decreased resistance of organism to actinomycin D
FYPO:0007538	sensitive to paromomycin	UPHENO:0076368	decreased resistance of organism to paromomycin
FYPO:0003853	sensitive to fluconazole	UPHENO:0076376	decreased resistance of organism to fluconazole
FYPO:0001214	sensitive to potassium chloride	UPHENO:0076377	decreased resistance of organism to potassium chloride
FYPO:0002328	sensitive to terbinafine	UPHENO:0076381	decreased resistance of organism to terbinafine
FYPO:0005984	sensitive to Congo Red	UPHENO:0076391	decreased resistance of organism to Congo Red
FYPO:0000716	sensitive to valinomycin	UPHENO:0076398	decreased resistance of organism to valinomycin
FYPO:0000714	sensitive to leptomycin B	UPHENO:0076414	decreased resistance of organism to leptomycin B
FYPO:0004913	sensitive to nalidixic acid	UPHENO:0076415	decreased resistance of organism to nalidixic acid
FYPO:0003358	sensitive to miconazole	UPHENO:0076420	decreased resistance of organism to miconazole
FYPO:0002642	sensitive to amphotericin B	UPHENO:0076425	decreased resistance of organism to amphotericin B
FYPO:0003894	sensitive to rotenone	UPHENO:0076429	decreased resistance of organism to rotenone
FYPO:0000095	sensitive to bleomycin	UPHENO:0076435	decreased resistance of organism to bleomycin
FYPO:0001188	sensitive to Calcofluor White	UPHENO:0076437	decreased resistance of organism to Calcofluor White
FYPO:0001501	sensitive to brefeldin A	UPHENO:0076457	decreased resistance of organism to brefeldin A
FYPO:0000841	sensitive to sodium dodecyl sulfate	UPHENO:0076477	decreased resistance of organism to sodium dodecyl sulfate
FYPO:0000843	sensitive to dithiothreitol	UPHENO:0076478	decreased resistance of organism to 1,4-dithiothreitol
FYPO:0002641	sensitive to micafungin	UPHENO:0076489	decreased resistance of organism to micafungin
FYPO:0000111	sensitive to rapamycin	UPHENO:0076491	decreased resistance of organism to sirolimus
FYPO:0000087	sensitive to hydrogen peroxide	UPHENO:0076502	decreased resistance of organism to hydrogen peroxide
FYPO:0000100	sensitive to chloramphenicol	UPHENO:0076503	decreased resistance of organism to chloramphenicol
FYPO:0003854	sensitive to oligomycin	UPHENO:0076505	decreased resistance of organism to oligomycin
FYPO:0009071	sensitive to itraconazole	UPHENO:0076510	decreased resistance of organism to itraconazole
FYPO:0003116	sensitive to plumbagin	UPHENO:0076512	decreased resistance of organism to plumbagin
FYPO:0000094	sensitive to benomyl	UPHENO:0076515	decreased resistance of organism to benomyl
FYPO:0002547	sensitive to nicotinamide	UPHENO:0076518	decreased resistance of organism to nicotinamide
FYPO:0000106	sensitive to hygromycin B	UPHENO:0076526	decreased resistance of organism to hygromycin B
FYPO:0000079	sensitive to caspofungin	UPHENO:0076528	decreased resistance of organism to caspofungin
FYPO:0002546	sensitive to trichostatin A	UPHENO:0076532	decreased resistance of organism to trichostatin A
FYPO:0000104	sensitive to cycloheximide	UPHENO:0076533	decreased resistance of organism to cycloheximide
FYPO:0000091	sensitive to thiabendazole	UPHENO:0076539	decreased resistance of organism to thiabendazole
FYPO:0003840	sensitive to carbendazim	UPHENO:0076541	decreased resistance of organism to carbendazim
MP:0002183	gliosis	UPHENO:0076676	increased glial cell growth
FYPO:0000741	increased cellular pigment accumulation	UPHENO:0076689	increased cellular pigment accumulation
ZP:0000454	heart tube morphology, abnormal	UPHENO:0076694	heart tube morphology phenotype
ZP:0016561	vertebral column morphology, abnormal	UPHENO:0076695	vertebral column morphology phenotype
ZP:0007061	lateral plate mesoderm morphology, abnormal	UPHENO:0076697	lateral plate mesoderm morphology phenotype
ZP:0009638	locus coeruleus morphology, abnormal	UPHENO:0076698	locus ceruleus morphology phenotype
WBPhenotype:0000604	nervous system morphology variant	UPHENO:0076702	nervous system morphology phenotype
XPO:0102567	abnormal skeleton morphology	UPHENO:0076703	skeletal system morphology phenotype
MP:0014176	abnormal cilary zonule morphology	UPHENO:0076706	suspensory ligament of lens morphology phenotype
XPO:0101805	abnormal pallidum morphology	UPHENO:0076711	globus pallidus morphology phenotype
ZP:0014088	renal tubule morphology, abnormal	UPHENO:0076714	nephron tubule morphology phenotype
XPO:0102472	abnormal thyroid morphology	UPHENO:0076716	thyroid gland morphology phenotype
XPO:0102894	abnormal oviduct morphology	UPHENO:0076717	fallopian tube morphology phenotype
XPO:0102136	abnormal renal artery morphology	UPHENO:0076719	renal artery morphology phenotype
