?baseClass	?baseLabel	?equivalentClass	?equivalentLabel
<http://purl.obolibrary.org/obo/HP_0002753>	"Thin bony cortex"	<http://purl.obolibrary.org/obo/MP_0000135>	"decreased compact bone thickness"
<http://purl.obolibrary.org/obo/HP_0004836>	"Acute promyelocytic leukemia"	<http://purl.obolibrary.org/obo/MP_0004049>	"increased acute promyelocytic leukemia incidence"
<http://purl.obolibrary.org/obo/HP_0002910>	"Elevated hepatic transaminases"	<http://purl.obolibrary.org/obo/MP_0000609>	"abnormal liver physiology"
<http://purl.obolibrary.org/obo/HP_0004379>	"Abnormality of alkaline phosphatase activity"	<http://purl.obolibrary.org/obo/MP_0011583>	"abnormal alkaline phosphatase activity"
<http://purl.obolibrary.org/obo/HP_0001097>	"Keratoconjunctivitis sicca"	<http://purl.obolibrary.org/obo/MP_0001337>	"dry eyes"
<http://purl.obolibrary.org/obo/HP_0003233>	"Hypoalphalipoproteinemia"	<http://purl.obolibrary.org/obo/MP_0000186>	"decreased circulating HDL cholesterol level"
<http://purl.obolibrary.org/obo/HP_0001410>	"Decreased liver function"	<http://purl.obolibrary.org/obo/MP_0003325>	"decreased liver function"
<http://purl.obolibrary.org/obo/HP_0002072>	"Chorea"	<http://purl.obolibrary.org/obo/MP_0005424>	"jerky movement"
<http://purl.obolibrary.org/obo/HP_0012872>	"Abnormal vas deferens morphology"	<http://purl.obolibrary.org/obo/MP_0002769>	"abnormal vas deferens morphology"
<http://purl.obolibrary.org/obo/HP_0002033>	"Poor suck"	<http://purl.obolibrary.org/obo/MP_0001436>	"abnormal suckling behavior"
<http://purl.obolibrary.org/obo/HP_0000821>	"Hypothyroidism"	<http://purl.obolibrary.org/obo/MP_0003503>	"decreased activity of thyroid"
<http://purl.obolibrary.org/obo/HP_0000872>	"Hashimoto thyroiditis"	<http://purl.obolibrary.org/obo/HP_0100646>	"Thyroiditis"
<http://purl.obolibrary.org/obo/HP_0002917>	"Hypomagnesemia"	<http://purl.obolibrary.org/obo/MP_0010093>	"decreased circulating magnesium level"
<http://purl.obolibrary.org/obo/HP_0000777>	"Abnormality of the thymus"	<http://purl.obolibrary.org/obo/MP_0000706>	"small thymus"
<http://purl.obolibrary.org/obo/HP_0010515>	"Aplasia/Hypoplasia of the thymus"	<http://purl.obolibrary.org/obo/MP_0000706>	"small thymus"
<http://purl.obolibrary.org/obo/HP_0000778>	"Hypoplasia of the thymus"	<http://purl.obolibrary.org/obo/MP_0000706>	"small thymus"
<http://purl.obolibrary.org/obo/MP_0000703>	"abnormal thymus morphology"	<http://purl.obolibrary.org/obo/MP_0000706>	"small thymus"
<http://purl.obolibrary.org/obo/HP_0010799>	"Pinealoma"	<http://purl.obolibrary.org/obo/MP_0013365>	"increased pineal gland tumor incidence"
<http://purl.obolibrary.org/obo/HP_0012722>	"Heart block"	<http://purl.obolibrary.org/obo/MP_0010559>	"heart block"
<http://purl.obolibrary.org/obo/HP_0100736>	"Abnormality of the soft palate"	<http://purl.obolibrary.org/obo/MP_0003154>	"abnormal soft palate morphology"
<http://purl.obolibrary.org/obo/MP_0004610>	"small vertebrae"	<http://purl.obolibrary.org/obo/MP_0004667>	"vertebral body hypoplasia"
<http://purl.obolibrary.org/obo/HP_0008417>	"Vertebral hypoplasia"	<http://purl.obolibrary.org/obo/MP_0004667>	"vertebral body hypoplasia"
<http://purl.obolibrary.org/obo/HP_0008479>	"Hypoplastic vertebral bodies"	<http://purl.obolibrary.org/obo/MP_0004667>	"vertebral body hypoplasia"
<http://purl.obolibrary.org/obo/HP_0100732>	"Pancreatic fibrosis"	<http://purl.obolibrary.org/obo/MP_0003334>	"pancreas fibrosis"
<http://purl.obolibrary.org/obo/HP_0100598>	"Pulmonary edema"	<http://purl.obolibrary.org/obo/MP_0003828>	"pulmonary edema"
<http://purl.obolibrary.org/obo/HP_0000365>	"Hearing impairment"	<http://purl.obolibrary.org/obo/MP_0001967>	"deafness"
<http://purl.obolibrary.org/obo/HP_0008070>	"Sparse hair"	<http://purl.obolibrary.org/obo/MP_0000416>	"sparse hair"
<http://purl.obolibrary.org/obo/HP_0002715>	"Abnormality of the immune system"	<http://purl.obolibrary.org/obo/MP_0000685>	"abnormal immune system morphology"
<http://purl.obolibrary.org/obo/HP_0001680>	"Coarctation of aorta"	<http://purl.obolibrary.org/obo/MP_0006117>	"aortic valve stenosis"
<http://purl.obolibrary.org/obo/HP_0001650>	"Aortic valve stenosis"	<http://purl.obolibrary.org/obo/MP_0006117>	"aortic valve stenosis"
<http://purl.obolibrary.org/obo/MP_0003387>	"aorta coarctation"	<http://purl.obolibrary.org/obo/MP_0006117>	"aortic valve stenosis"
<http://purl.obolibrary.org/obo/HP_0002185>	"Neurofibrillary tangles"	<http://purl.obolibrary.org/obo/HP_0100256>	"Senile plaques"
<http://purl.obolibrary.org/obo/HP_0001912>	"Abnormality of basophils"	<http://purl.obolibrary.org/obo/MP_0002422>	"abnormal basophil morphology"
<http://purl.obolibrary.org/obo/HP_0001392>	"Abnormality of the liver"	<http://purl.obolibrary.org/obo/MP_0000598>	"abnormal liver morphology"
<http://purl.obolibrary.org/obo/HP_0005164>	"Dysplastic pulmonary valve"	<http://purl.obolibrary.org/obo/MP_0002748>	"abnormal pulmonary valve morphology"
<http://purl.obolibrary.org/obo/HP_0001743>	"Abnormality of the spleen"	<http://purl.obolibrary.org/obo/MP_0000689>	"abnormal spleen morphology"
<http://purl.obolibrary.org/obo/HP_0009918>	"Ectopia pupillae"	<http://purl.obolibrary.org/obo/MP_0006241>	"abnormal placement of pupils"
<http://purl.obolibrary.org/obo/HP_0002509>	"Limb hypertonia"	<http://purl.obolibrary.org/obo/MP_0012053>	"limb hypertonicity"
<http://purl.obolibrary.org/obo/HP_0002860>	"Squamous cell carcinoma"	<http://purl.obolibrary.org/obo/MP_0004207>	"increased squamous cell carcinoma incidence"
<http://purl.obolibrary.org/obo/MP_0004340>	"short scapula"	<http://purl.obolibrary.org/obo/MP_0004344>	"scapular bone hypoplasia"
<http://purl.obolibrary.org/obo/MP_0004343>	"small scapula"	<http://purl.obolibrary.org/obo/MP_0004344>	"scapular bone hypoplasia"
<http://purl.obolibrary.org/obo/HP_0000882>	"Hypoplastic scapulae"	<http://purl.obolibrary.org/obo/MP_0004344>	"scapular bone hypoplasia"
<http://purl.obolibrary.org/obo/HP_0012862>	"Abnormal germ cell morphology"	<http://purl.obolibrary.org/obo/MP_0002208>	"abnormal germ cell morphology"
<http://purl.obolibrary.org/obo/HP_0011718>	"Abnormality of the pulmonary veins"	<http://purl.obolibrary.org/obo/MP_0002726>	"abnormal pulmonary vein morphology"
<http://purl.obolibrary.org/obo/HP_0011927>	"Short digit"	<http://purl.obolibrary.org/obo/MP_0002544>	"brachydactyly"
<http://purl.obolibrary.org/obo/HP_0001156>	"Brachydactyly syndrome"	<http://purl.obolibrary.org/obo/MP_0002544>	"brachydactyly"
<http://purl.obolibrary.org/obo/HP_0000618>	"Blindness"	<http://purl.obolibrary.org/obo/MP_0002001>	"blindness"
<http://purl.obolibrary.org/obo/HP_0000369>	"Low-set ears"	<http://purl.obolibrary.org/obo/MP_0000024>	"lowered ear position"
<http://purl.obolibrary.org/obo/HP_0000411>	"Protruding ear"	<http://purl.obolibrary.org/obo/MP_0000024>	"lowered ear position"
<http://purl.obolibrary.org/obo/MP_0000021>	"prominent ears"	<http://purl.obolibrary.org/obo/MP_0000024>	"lowered ear position"
<http://purl.obolibrary.org/obo/HP_0000929>	"Abnormality of the skull"	<http://purl.obolibrary.org/obo/MP_0000438>	"abnormal cranium morphology"
<http://purl.obolibrary.org/obo/HP_0000110>	"Renal dysplasia"	<http://purl.obolibrary.org/obo/MP_0002135>	"abnormal kidney morphology"
<http://purl.obolibrary.org/obo/HP_0012210>	"Abnormal renal morphology"	<http://purl.obolibrary.org/obo/MP_0002135>	"abnormal kidney morphology"
<http://purl.obolibrary.org/obo/HP_0100518>	"Dysuria"	<http://purl.obolibrary.org/obo/MP_0003621>	"dysuria"
<http://purl.obolibrary.org/obo/HP_0003781>	"Excessive salivation"	<http://purl.obolibrary.org/obo/MP_0000622>	"increased salivation"
<http://purl.obolibrary.org/obo/HP_0002307>	"Drooling"	<http://purl.obolibrary.org/obo/MP_0000622>	"increased salivation"
<http://purl.obolibrary.org/obo/HP_0011710>	"Bundle branch block"	<http://purl.obolibrary.org/obo/MP_0010636>	"bundle branch block"
<http://purl.obolibrary.org/obo/HP_0001602>	"Laryngeal stenosis"	<http://purl.obolibrary.org/obo/MP_0012491>	"larynx stenosis"
<http://purl.obolibrary.org/obo/HP_0003006>	"Neuroblastoma"	<http://purl.obolibrary.org/obo/MP_0002039>	"increased neuroblastoma incidence"
<http://purl.obolibrary.org/obo/HP_0012020>	"Right aortic arch"	<http://purl.obolibrary.org/obo/MP_0004158>	"right aortic arch"
<http://purl.obolibrary.org/obo/HP_0000718>	"Aggressive behavior"	<http://purl.obolibrary.org/obo/MP_0002061>	"abnormal aggression-related behavior"
<http://purl.obolibrary.org/obo/HP_0100770>	"Hyperperistalsis"	<http://purl.obolibrary.org/obo/MP_0003291>	"interstinal hyperperistalsis"
<http://purl.obolibrary.org/obo/HP_0012543>	"Hemosiderinuria"	<http://purl.obolibrary.org/obo/MP_0000327>	"hemosiderinuria"
<http://purl.obolibrary.org/obo/HP_0100588>	"Paraphimosis"	<http://purl.obolibrary.org/obo/MP_0010033>	"paraphimosis"
<http://purl.obolibrary.org/obo/HP_0000504>	"Abnormality of vision"	<http://purl.obolibrary.org/obo/MP_0002090>	"abnormal vision"
<http://purl.obolibrary.org/obo/HP_0005266>	"Intestinal polyp"	<http://purl.obolibrary.org/obo/HP_0200008>	"Intestinal polyposis"
<http://purl.obolibrary.org/obo/HP_0003075>	"Hypoproteinemia"	<http://purl.obolibrary.org/obo/MP_0005567>	"decreased circulating total protein level"
<http://purl.obolibrary.org/obo/HP_0001878>	"Hemolytic anemia"	<http://purl.obolibrary.org/obo/MP_0001585>	"hemolytic anemia"
<http://purl.obolibrary.org/obo/MP_0000825>	"dilated lateral ventricles"	<http://purl.obolibrary.org/obo/MP_0008535>	"enlarged lateral ventricles"
<http://purl.obolibrary.org/obo/HP_0006956>	"Dilation of lateral ventricles"	<http://purl.obolibrary.org/obo/MP_0008535>	"enlarged lateral ventricles"
<http://purl.obolibrary.org/obo/HP_0001896>	"Reticulocytopenia"	<http://purl.obolibrary.org/obo/MP_0008941>	"reticulocytopenia"
<http://purl.obolibrary.org/obo/HP_0001701>	"Pericarditis"	<http://purl.obolibrary.org/obo/MP_0001857>	"pericarditis"
<http://purl.obolibrary.org/obo/HP_0011974>	"Myelofibrosis"	<http://purl.obolibrary.org/obo/MP_0011747>	"myelofibrosis"
<http://purl.obolibrary.org/obo/HP_0100494>	"Abnormality of mast cells"	<http://purl.obolibrary.org/obo/MP_0002423>	"abnormal mast cell physiology"
<http://purl.obolibrary.org/obo/HP_0001507>	"Growth abnormality"	<http://purl.obolibrary.org/obo/MP_0001731>	"abnormal postnatal growth"
<http://purl.obolibrary.org/obo/HP_0002644>	"Abnormality of pelvic girdle bone morphology"	<http://purl.obolibrary.org/obo/HP_0040163>	"Abnormal pelvis bone morphology"
<http://purl.obolibrary.org/obo/HP_0011935>	"Decreased urinary urate"	<http://purl.obolibrary.org/obo/MP_0011424>	"decreased urine uric acid level"
<http://purl.obolibrary.org/obo/HP_0002613>	"Biliary cirrhosis"	<http://purl.obolibrary.org/obo/MP_0003256>	"biliary cirrhosis"
<http://purl.obolibrary.org/obo/MP_0000433>	"microcephaly"	<http://purl.obolibrary.org/obo/MP_0005352>	"small cranium"
<http://purl.obolibrary.org/obo/HP_0000252>	"Microcephaly"	<http://purl.obolibrary.org/obo/MP_0005352>	"small cranium"
<http://purl.obolibrary.org/obo/HP_0040195>	"Decreased head circumference"	<http://purl.obolibrary.org/obo/MP_0005352>	"small cranium"
<http://purl.obolibrary.org/obo/HP_0005921>	"Abnormal ossification of hand bones"	<http://purl.obolibrary.org/obo/HP_0010660>	"Abnormal hand bone ossification"
<http://purl.obolibrary.org/obo/HP_0003988>	"Long ulna"	<http://purl.obolibrary.org/obo/MP_0004370>	"long ulna"
<http://purl.obolibrary.org/obo/HP_0000303>	"Mandibular prognathia"	<http://purl.obolibrary.org/obo/MP_0010208>	"prognathia"
<http://purl.obolibrary.org/obo/HP_0007485>	"Absence of subcutaneous fat"	<http://purl.obolibrary.org/obo/MP_0008843>	"absent subcutaneous adipose tissue"
<http://purl.obolibrary.org/obo/HP_0003808>	"Abnormal muscle tone"	<http://purl.obolibrary.org/obo/MP_0004142>	"abnormal muscle tone"
<http://purl.obolibrary.org/obo/HP_0002121>	"Absence seizures"	<http://purl.obolibrary.org/obo/MP_0003216>	"absence seizures"
<http://purl.obolibrary.org/obo/HP_0002946>	"Supernumerary vertebrae"	<http://purl.obolibrary.org/obo/MP_0004644>	"increased vertebrae number"
<http://purl.obolibrary.org/obo/HP_0008734>	"Decreased testicular size"	<http://purl.obolibrary.org/obo/MP_0001147>	"small testis"
<http://purl.obolibrary.org/obo/HP_0000767>	"Pectus excavatum"	<http://purl.obolibrary.org/obo/MP_0012514>	"pectus excavatum"
<http://purl.obolibrary.org/obo/HP_0000189>	"Narrow palate"	<http://purl.obolibrary.org/obo/MP_0003758>	"narrow palate"
<http://purl.obolibrary.org/obo/HP_0011124>	"Abnormality of epidermal morphology"	<http://purl.obolibrary.org/obo/MP_0001216>	"abnormal epidermal layer morphology"
<http://purl.obolibrary.org/obo/HP_0000002>	"Abnormality of body height"	<http://purl.obolibrary.org/obo/MP_0001253>	"abnormal body height"
<http://purl.obolibrary.org/obo/HP_0001688>	"Sinus bradycardia"	<http://purl.obolibrary.org/obo/MP_0010637>	"sinus bradycardia"
<http://purl.obolibrary.org/obo/HP_0001093>	"Optic nerve dysplasia"	<http://purl.obolibrary.org/obo/MP_0001330>	"abnormal optic nerve morphology"
<http://purl.obolibrary.org/obo/HP_0000587>	"Abnormality of the optic nerve"	<http://purl.obolibrary.org/obo/MP_0001330>	"abnormal optic nerve morphology"
<http://purl.obolibrary.org/obo/HP_0009748>	"Large earlobe"	<http://purl.obolibrary.org/obo/MP_0003683>	"prominent ear lobes"
<http://purl.obolibrary.org/obo/MP_0003680>	"thick ear lobes"	<http://purl.obolibrary.org/obo/MP_0003683>	"prominent ear lobes"
<http://purl.obolibrary.org/obo/HP_0009792>	"Teratoma"	<http://purl.obolibrary.org/obo/MP_0002627>	"increased teratoma incidence"
<http://purl.obolibrary.org/obo/HP_0010719>	"Abnormality of hair texture"	<http://purl.obolibrary.org/obo/MP_0002074>	"abnormal hair texture"
<http://purl.obolibrary.org/obo/HP_0003220>	"Abnormality of chromosome stability"	<http://purl.obolibrary.org/obo/HP_0040012>	"Chromosome breakage"
<http://purl.obolibrary.org/obo/HP_0000057>	"obsolete Clitoromegaly"	<http://purl.obolibrary.org/obo/HP_0040253>	"Increased size of the clitoris"
<http://purl.obolibrary.org/obo/HP_0010702>	"Increased antibody level in blood"	<http://purl.obolibrary.org/obo/MP_0002461>	"increased immunoglobulin level"
<http://purl.obolibrary.org/obo/HP_0003237>	"Increased IgG level"	<http://purl.obolibrary.org/obo/MP_0002461>	"increased immunoglobulin level"
<http://purl.obolibrary.org/obo/HP_0100689>	"Decreased corneal thickness"	<http://purl.obolibrary.org/obo/MP_0005543>	"decreased cornea thickness"
<http://purl.obolibrary.org/obo/HP_0002213>	"Fine hair"	<http://purl.obolibrary.org/obo/MP_0009351>	"thin hair shaft"
<http://purl.obolibrary.org/obo/HP_0100540>	"Palpebral edema"	<http://purl.obolibrary.org/obo/MP_0006167>	"eyelid edema"
<http://purl.obolibrary.org/obo/HP_0008711>	"Benign prostatic hyperplasia"	<http://purl.obolibrary.org/obo/MP_0000659>	"prostate gland hyperplasia"
<http://purl.obolibrary.org/obo/HP_0002034>	"Abnormality of the rectum"	<http://purl.obolibrary.org/obo/MP_0000492>	"abnormal rectum morphology"
<http://purl.obolibrary.org/obo/HP_0100891>	"Bifid xiphoid process"	<http://purl.obolibrary.org/obo/MP_0004678>	"split xiphoid process"
<http://purl.obolibrary.org/obo/HP_0000859>	"Hyperaldosteronism"	<http://purl.obolibrary.org/obo/MP_0002666>	"increased circulating aldosterone level"
<http://purl.obolibrary.org/obo/HP_0003141>	"Hyperbetalipoproteinemia"	<http://purl.obolibrary.org/obo/MP_0000182>	"increased circulating LDL cholesterol level"
<http://purl.obolibrary.org/obo/HP_0001638>	"Cardiomyopathy"	<http://purl.obolibrary.org/obo/MP_0005330>	"cardiomyopathy"
<http://purl.obolibrary.org/obo/HP_0012132>	"Erythroid hyperplasia"	<http://purl.obolibrary.org/obo/MP_0003135>	"increased erythroid progenitor cell number"
<http://purl.obolibrary.org/obo/HP_0011377>	"Aplasia of the vestibule"	<http://purl.obolibrary.org/obo/MP_0004314>	"absent inner ear vestibule"
<http://purl.obolibrary.org/obo/HP_0006891>	"Thick cerebral cortex"	<http://purl.obolibrary.org/obo/MP_0000789>	"thickened cerebral cortex"
<http://purl.obolibrary.org/obo/HP_0002900>	"Hypokalemia"	<http://purl.obolibrary.org/obo/MP_0004119>	"hypokalemia"
<http://purl.obolibrary.org/obo/HP_0008696>	"Renal hamartoma"	<http://purl.obolibrary.org/obo/MP_0003602>	"increased renal hamartoma incidence"
<http://purl.obolibrary.org/obo/HP_0006288>	"Advanced eruption of teeth"	<http://purl.obolibrary.org/obo/MP_0000122>	"premature tooth eruption"
<http://purl.obolibrary.org/obo/HP_0010463>	"Aplasia of the ovary"	<http://purl.obolibrary.org/obo/MP_0003578>	"absent ovary"
<http://purl.obolibrary.org/obo/HP_0011875>	"Abnormal platelet morphology"	<http://purl.obolibrary.org/obo/MP_0004720>	"abnormal platelet morphology"
<http://purl.obolibrary.org/obo/HP_0007705>	"Corneal degeneration"	<http://purl.obolibrary.org/obo/MP_0012351>	"cornea degeneration"
<http://purl.obolibrary.org/obo/HP_0012310>	"Abnormal monocyte count"	<http://purl.obolibrary.org/obo/MP_0012441>	"abnormal monocyte cell number"
<http://purl.obolibrary.org/obo/HP_0003865>	"Bowed humerus"	<http://purl.obolibrary.org/obo/MP_0004373>	"bowed humerus"
<http://purl.obolibrary.org/obo/HP_0012286>	"Abnormal hypothalamus morphology"	<http://purl.obolibrary.org/obo/MP_0000837>	"abnormal hypothalamus morphology"
<http://purl.obolibrary.org/obo/HP_0011457>	"Loss of eyelashes"	<http://purl.obolibrary.org/obo/MP_0000425>	"loss of eyelid cilia"
<http://purl.obolibrary.org/obo/HP_0005580>	"Duplication of renal pelvis"	<http://purl.obolibrary.org/obo/MP_0011803>	"double kidney pelvis"
<http://purl.obolibrary.org/obo/HP_0001634>	"Mitral valve prolapse"	<http://purl.obolibrary.org/obo/MP_0006120>	"mitral valve prolapse"
<http://purl.obolibrary.org/obo/HP_0001650>	"Aortic valve stenosis"	<http://purl.obolibrary.org/obo/HP_0001680>	"Coarctation of aorta"
<http://purl.obolibrary.org/obo/HP_0200007>	"Abnormal size of the palpebral fissures"	<http://purl.obolibrary.org/obo/MP_0003671>	"abnormal eyelid aperture"
<http://purl.obolibrary.org/obo/HP_0000054>	"Micropenis"	<http://purl.obolibrary.org/obo/MP_0005188>	"small penis"
<http://purl.obolibrary.org/obo/HP_0030260>	"Microphallus"	<http://purl.obolibrary.org/obo/MP_0005188>	"small penis"
<http://purl.obolibrary.org/obo/HP_0008736>	"Hypoplasia of penis"	<http://purl.obolibrary.org/obo/MP_0005188>	"small penis"
<http://purl.obolibrary.org/obo/HP_0005792>	"Short humerus"	<http://purl.obolibrary.org/obo/MP_0004351>	"short humerus"
<http://purl.obolibrary.org/obo/HP_0002733>	"Abnormality of the lymph nodes"	<http://purl.obolibrary.org/obo/MP_0002339>	"abnormal lymph node morphology"
<http://purl.obolibrary.org/obo/HP_0002575>	"Tracheoesophageal fistula"	<http://purl.obolibrary.org/obo/MP_0003321>	"tracheoesophageal fistula"
<http://purl.obolibrary.org/obo/MP_0000062>	"increased bone mineral density"	<http://purl.obolibrary.org/obo/MP_0005422>	"osteosclerosis"
<http://purl.obolibrary.org/obo/HP_0011001>	"Increased bone mineral density"	<http://purl.obolibrary.org/obo/MP_0005422>	"osteosclerosis"
<http://purl.obolibrary.org/obo/HP_0000979>	"Purpura"	<http://purl.obolibrary.org/obo/MP_0011515>	"purpura"
